dex_number	internal_id	species_name	form_name	form_type	lineage_id	evo_stage	form_key	sprite_key	evolves_from	evolves_into	evo_method_id	evo_method_text	evo_param	evo_param_item	evo_item_obtainable	type_1	type_2	hp	atk	def	spa	spd	spe	bst	ability_1	ability_2	ability_hidden	levelup_moves	tm_moves	tutor_moves	egg_moves	egg_groups	held_items	availability	earliest_gate	earliest_gate_name	earliest_level	earliest_gate_basis	is_starter	starter_reobtainable	wild_obtainable	one_time_only	missable	source_record	confidence	notes
493	726	Arceus	Ghost	other	726	1	Arceus-Ghost	726	NONE	NONE	NONE	NONE	NONE	NONE	NA	Ghost	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[726]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	727	Arceus	Steel	other	727	1	Arceus-Steel	727	NONE	NONE	NONE	NONE	NONE	NONE	NA	Steel	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[727]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	728	Arceus	Fire	other	728	1	Arceus-Fire	728	NONE	NONE	NONE	NONE	NONE	NONE	NA	Fire	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[728]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	729	Arceus	Water	other	729	1	Arceus-Water	729	NONE	NONE	NONE	NONE	NONE	NONE	NA	Water	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[729]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	730	Arceus	Grass	other	730	1	Arceus-Grass	730	NONE	NONE	NONE	NONE	NONE	NONE	NA	Grass	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[730]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	731	Arceus	Electric	other	731	1	Arceus-Electric	731	NONE	NONE	NONE	NONE	NONE	NONE	NA	Electric	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[731]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	732	Arceus	Psychic	other	732	1	Arceus-Psychic	732	NONE	NONE	NONE	NONE	NONE	NONE	NA	Psychic	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[732]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	733	Arceus	Ice	other	733	1	Arceus-Ice	733	NONE	NONE	NONE	NONE	NONE	NONE	NA	Ice	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[733]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	734	Arceus	Dragon	other	734	1	Arceus-Dragon	734	NONE	NONE	NONE	NONE	NONE	NONE	NA	Dragon	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[734]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
493	735	Arceus	Dark	other	735	1	Arceus-Dark	735	NONE	NONE	NONE	NONE	NONE	NONE	NA	Dark	NONE	120	120	120	120	120	120	720	NONE	Multitype	NONE	Seismic Toss:1,Cosmic Power:1,Natural Gift:1,Punishment:1,Gravity:10,Earth Power:20,Hyper Voice:30,Extreme Speed:40,Refresh:50,Future Sight:60,Recover:70,Hyper Beam:80,Perish Song:90,Judgment:100	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,10:Soupercell Slam,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,18:Giga Drain,19:Hyper Voice,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,37:Fire Blast,38:Rock Tomb,40:Liquidation,41:Facade,42:Defog,43:Rest,44:Drain Kiss,49:Overheat,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,58:Dragon Pulse,60:Will-O-Wisp,61:Iron Tail,64:Shadow Claw,65:Steel Beam,69:Triple Axel,70:Stone Edge,71:Draco Barrage,72:Thunder Wave,75:Earth Power,78:Dark Pulse,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,86:Aerial Ace,90:Flash Cannon,94:Cosmic Power,95:Bulldoze,96:Frost Breath,99:Dual Wingbeat,103:Psyshock,107:Snarl,111:Misty Explosion,114:Body Press,115:Trick Room,116:Brave Bird,118:Draco Meteor,120:Cut,121:Fly,122:Surf,123:Strength,124:Flash,125:Rock Smash,126:Waterfall	0:Work Up,8:Dark Hole,11:Charge Beam,20:Iron Defense,28:Tailwind,32:Calm Mind,47:Stealth Rock,50:Snowscape,53:Swords Dance,74:Substitute,99:Sunny Day,101:Solar Beam,102:Hone Claws,109:Sandstorm,114:Trailblaze,122:Meteor Beam,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[735]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
550	736	Basculin	Blue-Striped	other	736	1	Basculin-Blue-Striped	736	NONE	Basculegion,Basculegion	20,21	at Level 44 (Male),at Level 44 (Female)	44,44	NA,NA	NA	Water	NONE	70	92	65	80	55	98	460	Mold Breaker	Rock Head	Adaptability	Tail Whip:1,Tackle:1,Water Gun:1,Uproar:3,Headbutt:5,Bite:7,Aqua Jet:9,Chip Away:11,Take Down:14,Crunch:17,Aqua Tail:20,Double-Edge:26,Scary Face:30,Flail:34,Final Gambit:38,Aqua Fang:42,Head Smash:46,Waterfall:49,Wave Crash:55	2:Flip Turn,5:Toxic,7:Zen Headbutt,9:Hidden Power,11:Taunt,12:Ice Beam,16:Protect,17:Hydro Pump,20:Icy Wind,26:Return,40:Liquidation,41:Facade,43:Rest,81:Sleep Talk,82:Scald,93:Scale Shot,108:Superpower,120:Cut,122:Surf,126:Waterfall	7:Uproar,50:Snowscape,74:Substitute,89:Ice Fang,117:Psychic Fangs,123:Rain Dance	Swift,Bubble Beam,Mud Shot,Muddy Water,Agility,Whirlpool,Rage,Brine,Revenge,Head Smash,Endeavor	Water2,Water2	Deep Sea Scale	Route 10:wild-superRod:9:53-55:2|Route 22:wild-superRod:9:53-55:2|Route 20:wild-superRod:10:53-55:1|Route 19:wild-surf:10:56-58:2	9	Koga	53	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[736]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
555	737	Darmanitan	Zen	other	737	1	Darmanitan-Zen	737	NONE	NONE	NONE	NONE	NONE	NONE	NA	Fire	Psychic	105	30	105	140	105	55	540	NONE	Zen Mode	NONE	Hammer Arm:0,Hammer Arm:1,Tackle:1,Rollout:1,Incinerate:1,Rage:1,Rollout:3,Incinerate:6,Rage:9,Fire Fang:11,Headbutt:14,Swagger:17,Facade:19,Fire Punch:22,Work Up:25,Thrash:27,Belly Drum:30,Flare Blitz:33,Taunt:39,Superpower:47,Overheat:54	4:Roar,5:Toxic,9:Hidden Power,26:Return,33:Teleport,41:Facade,60:Will-O-Wisp,109:Scorching Sands,115:Trick Room,123:Strength,125:Rock Smash	1:Power-Up Punch,2:Flame Charge,101:Solar Beam,120:Focus Punch	NONE	Field,Field	NONE	NONE	UNK	UNK	UNK	UNK	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[737]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
585	738	Deerling	NONE	base	738	1	Deerling	738	NONE	Sawsbuck	4	at Level 28	28	NA	NA	Normal	Grass	60	60	50	40	50	75	335	Serene Grace	Chlorophyll	Sap Sipper	Seed Bomb:1,Take Down:1,Camouflage:1,Growl:4,Jump Kick:10,Leech Seed:13,Wild Charge:16,Return:20,Jump Kick:24,Aromatherapy:28,Energy Ball:32,Charm:36,Nature Power:41,Double-Edge:46,Solar Beam:51	3:Seed Bomb,5:Toxic,8:Bullet Seed,9:Hidden Power,15:Light Screen,16:Protect,18:Giga Drain,26:Return,29:Shadow Ball,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,72:Thunder Wave,81:Sleep Talk,85:Grass Knot,98:Wild Charge,112:Play Rough,124:Flash	0:Work Up,74:Substitute,99:Sunny Day,101:Solar Beam,114:Trailblaze,123:Rain Dance	Fake Tears,Natural Gift,Synthesis,Worry Seed,Odor Sleuth,Agility,Sleep Talk,Grass Whistle,Headbutt	Field,Field	NONE	Viridian City:wild-day:0:3-5:6	0	Brock	3	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[738]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
585	739	Deerling	NONE	base	739	1	Deerling	739	NONE	Sawsbuck	4	at Level 28	28	NA	NA	Normal	Grass	60	60	50	40	50	75	335	Serene Grace	Chlorophyll	Sap Sipper	Seed Bomb:1,Take Down:1,Camouflage:1,Growl:4,Jump Kick:10,Leech Seed:13,Wild Charge:16,Return:20,Jump Kick:24,Aromatherapy:28,Energy Ball:32,Charm:36,Nature Power:41,Double-Edge:46,Solar Beam:51	3:Seed Bomb,5:Toxic,8:Bullet Seed,9:Hidden Power,15:Light Screen,16:Protect,18:Giga Drain,26:Return,29:Shadow Ball,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,72:Thunder Wave,81:Sleep Talk,85:Grass Knot,98:Wild Charge,112:Play Rough,124:Flash	0:Work Up,74:Substitute,99:Sunny Day,101:Solar Beam,114:Trailblaze,123:Rain Dance	Fake Tears,Natural Gift,Synthesis,Worry Seed,Odor Sleuth,Agility,Sleep Talk,Grass Whistle,Headbutt	Field,Field	NONE	Viridian City:wild-night:0:3-5:6	0	Brock	3	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[739]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
